股票代码,描述
000065,"北方国际合作股份有限公司主营业务为国际工程承包、国内建筑工程、重型装备出口贸易、物流服务、物流自动化设备系统集成服务、太阳能产品贸易及新能源项目开发、大宗商品贸易和金属包装容器的生产和销售。主要产品包括太阳能草坪灯、太阳能庭院灯,广泛应用于庭院、公共绿地、道路和广场等区域的照明、亮化和景观装饰。公司2023年度ESG报告荣获中国企业社会责任报告评级专家委员会“五星级”评级，公司入选中央广播电视总台“中国ESG上市公司先锋100”榜单位列第44名。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000066,"中国长城科技集团股份有限公司从事的主要业务包括计算产业、系统装备及其他业务。网络安全与信息化业务以关系国家信息安全和国计民生的重要行业和领域为主要市场,提供软硬结合的核心产品、行业解决方案和服务;高新电子业务专注于军事通信、卫星与定位导航、海洋信息安全产业及军用自主安全计算机及网络设备等领域；电源业务涵盖工业类及消费类开关电源,主要产品包括服务器电源、通信光电类电源、PC电源、消费电子产品电源等。2022年以来，荣获“国家知识产权优势企业”称号，构建起“4个国家级创新平台+3大实验室+13个省级创新平台+3个博士后工作站”的科技创新平台体系，拥有专利1300余项，有兼职院士3名，享受国务院政府...查看全部▼中国长城科技集团股份有限公司从事的主要业务包括计算产业、系统装备及其他业务。网络安全与信息化业务以关系国家信息安全和国计民生的重要行业和领域为主要市场,提供软硬结合的核心产品、行业解决方案和服务;高新电子业务专注于军事通信、卫星与定位导航、海洋信息安全产业及军用自主安全计算机及网络设备等领域；电源业务涵盖工业类及消费类开关电源,主要产品包括服务器电源、通信光电类电源、PC电源、消费电子产品电源等。2022年以来，荣获“国家知识产权优势企业”称号，构建起“4个国家级创新平台+3大实验室+13个省级创新平台+3个博士后工作站”的科技创新平台体系，拥有专利1300余项，有兼职院士3名，享受国务院政府特殊津贴专家7名，博士53名。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000068,"深圳华控赛格股份有限公司主营业务为海绵城市建设、水务工程、智慧水务建设运营、EPC总承包和工程咨询设计及新开展的设备和大宗商品贸易等相关业务。公司的主要产品或服务为专业技术及运营服务、工程建设、仓租等服务业。公司依托清华大学深厚的学科和技术优势,在人居环境科学领域尤其是环境综合治理方面具有强大的人力资源和工作基础;同时,公司拥有完整的设计及监理资质,承担了多项大中型工业与民用建筑工程的规划、园林景观及建筑设计任务,其中多项工程获得国内外奖项。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000069,"深圳华侨城股份有限公司主要从事旅游业务、房地产业务,是控股型集团公司。公司的主要产品为旅游综合业务、房地产。公司作为中国主题公园产业的开创者和领跑者，是中国旅游业的一面旗帜，具有行业领军优势。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000070,"深圳市特发信息股份有限公司的主营业务为线缆制造、光电制造、科技融合、智能服务四大产业的研发、生产和销售。公司的主要产品是光纤、光缆、馈线电缆、铝包钢线材、光缆金具及附件、网络终端设备、光交换、光连接器、光分路器、光波分复用产品、智慧服务、军工配套电子信号与信息处理、高性能运算、数据存储、嵌入式计算机、测控仿真平台、卫星通信、装备制造。公司连续多年获得“中国光通信最具综合竞争力企业10强”、“中国光纤光缆最具竞争力企业10强”、“中国光传输与网络接入设备最具竞争力企业10强”等荣誉。公司电力光缆产品在国网南网中标量综合排名前四，光缆产品长期服务于国内电信运营商。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000078,"深圳市海王生物工程股份有限公司主营业务是生物制品、生化制品、海洋药物、海洋生物制品、中成药的生产销售。主要产品是抗肿瘤、麻醉精神类药、肠外营养药、基础输液类、现代中成药、中成药、化药。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000088,"深圳市盐田港股份有限公司的主营业务包括码头的开发与经营；货物装卸与运输；港口配套交通设施建设与经营；港口配套仓储及工业设施建设与经营等。公司的主要产品或提供的劳务：高速公路收费、港口货物装卸运输、仓储及其他服务。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000089,"深圳市机场股份有限公司是中国境内第一个实现海、陆、空联运的现代化国际空港，也是中国境内第一个采用过境运输方式的国际机场，是民航总局规划的全国四大航空货运中心之一。公司主营航空主业以及航空主业延伸出的非航空业务。航空主业指以各航空公司的定期和不定期航班、旅客和货主（物）为服务对象，提供的航空地面保障及航空地面代理服务业务，主要包括飞机起降及停场保障，机场飞行控制区的维护与运营管理，旅客的乘机、候机及进出港服务，航空器的维护及辅助服务，航空货物的地面处理服务等。非航空业务包括航空物流业务和航空增值业务。航空物流业务是指依托于航空主业延伸出的物流增值服务，主要包括航空货物过站处理服务、航空物流园租赁...查看全部▼深圳市机场股份有限公司是中国境内第一个实现海、陆、空联运的现代化国际空港，也是中国境内第一个采用过境运输方式的国际机场，是民航总局规划的全国四大航空货运中心之一。公司主营航空主业以及航空主业延伸出的非航空业务。航空主业指以各航空公司的定期和不定期航班、旅客和货主（物）为服务对象，提供的航空地面保障及航空地面代理服务业务，主要包括飞机起降及停场保障，机场飞行控制区的维护与运营管理，旅客的乘机、候机及进出港服务，航空器的维护及辅助服务，航空货物的地面处理服务等。非航空业务包括航空物流业务和航空增值业务。航空物流业务是指依托于航空主业延伸出的物流增值服务，主要包括航空货物过站处理服务、航空物流园租赁与管理业务、航空货运代理服务业务等。航空增值业务是指依托于航空主业延伸出的商业服务业务，主要包括机场航站楼内广告业务、航站楼商业及物业租赁业务等。公司推出“深爱全程”“深行有礼”系列服务品牌，着力提升全流程爱心服务、智慧服务水平。深圳机场已实现旅客全流程自助规模化应用和行李全流程跟踪全覆盖。创新打造服务精品工程，建设无接触式智能安检通道，行业推广旅客“易安检”服务，率先承诺航站楼内商业同城同质同价。2022年深圳机场获国际机场协会（ACI）旅客满意度测评全球第1、民航旅客服务测评（CAPSE）国内第1，此外还获评中国机场协会年度“千万级服务质量优秀机场”，位居“中国最受欢迎十大机场”和“世界十大美丽机场”榜首，服务水平继续保持全球前列。2023年深圳机场荣获SKYTRAX“世界最佳进步机场奖”、ACI亚太地区4000万级以上“最佳机场”、CAPSE“年度最佳机场奖”等多项殊荣，蝉联“世界十大美丽机场”桂冠，此外还获评中国质量协会“用户满意五星服务”，成为民航和广东省首家获奖企业，深圳机场行业认可度、旅客满意度、品牌美誉度、全球知名度全面提升。收起▲Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000090,"深圳市天健(集团)股份有限公司包括城市建设、综合开发和城市服务三大业务板块，公司主要产品建筑施工、房地产销售、物业租赁、棚改项目管理服务其他城市服务。天健集团位列“中国500强”第460位、“中国上市公司500强”第457位、“广东企业500强”第111位、“深圳企业500强”第63位，荣获“第十四届中国上市公司投资者关系天马奖”，首次获得“一星级全国青年文明号”、“十佳爱心企业”等荣誉。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
000096,"深圳市广聚能源股份有限公司从事的主要业务包括成品油批发零售及仓储、土地及物业租赁、化工贸易，以及证券投资、电力企业等股权投资。公司具有成品油、液化石油气、危险化学品特许经营资质，以及广东省内高速公路建设经营加油站的资质。Copyright 2023 askci Corporation, All Rights Reserved 中商产业研究院版权所有"
